ticker,name,exchange,category name,country,,,
ALVXM.PA,Vexim SA,PAR,Medical Instruments & Supplies,France,,,
ALVMG.PA,Visiomed Group SA,PAR,Medical Appliances & Equipment,France,,,
ALVDM.PA,Voyageurs du Monde Société Anonyme,PAR,Recreational Goods, Other,France,,,
ALVDI.PA,VDI Group Société Anonyme,PAR,Specialty Retail, Other,France,,,
VWS.F,Vestas Wind Systems A/S,FRA,Diversified Machinery,France,,,
VAC.DE,Vallourec SA,FRA,Steel & Iron,France,,,
EIN3.F,Einhell Germany AG,FRA,Machine Tools & Accessories,France,,,
PFV.F,Pfeiffer Vacuum Technology AG,FRA,Diversified Machinery,France,,,
VOW4.F,Volkswagen Aktiengesellschaft,FRA,Auto Manufacturers - Major,France,,,
MLVES.PA,Vestasia Limited,PAR,Asset Management,France,,,
3V64.F,Visa Inc.,FRA,Credit Services,France,,,
HEN3.F,Henkel AG & Co. KGaA,FRA,Personal Products,France,,,
BIO3.F,Biotest Aktiengesellschaft,FRA,Biotechnology,France,,,
VIB3.F,Villeroy & Boch AG,FRA,Home Furnishings & Fixtures,France,,,
VOS.F,Vossloh AG,FRA,Railroads,France,,,
SHWK.F,SHS VIVEON AG,FRA,Information Technology Services,France,,,
MLPHW.PA,Phone Web SA,PAR,Business Services,France,,,
MBWS.PA,Marie Brizard Wine & Spirits SA,PAR,Beverages - Wineries & Distillers,France,,,
ALWEB.PA,Weborama SA,PAR,Internet Information Providers,France,,,
VWSA.F,Vestas Wind Systems A/S,FRA,Diversified Machinery,France,,,
KWG.F,KHD Humboldt Wedag International AG,FRA,Industrial Equipment Wholesale,France,,,
WL6.F,Wilex AG,FRA,Biotechnology,France,,,
DWNI.F,Deutsche Wohnen SE,FRA,Real Estate Development,France,,,
WAC.F,Wacker Neuson SE,FRA,Farm & Construction Machinery,France,,,
WUG3.F,Westag & Getalit AG,FRA,Home Furnishings & Fixtures,France,,,
WDP.F,The Walt Disney Company,FRA,Entertainment - Diversified,France,,,
WUG.F,Westag & Getalit AG,FRA,Home Furnishings & Fixtures,France,,,
MWB.F,mwb fairtrade Wertpapierhandelsbank AG,FRA,Investment Brokerage - National,France,,,
IGE.PA,IGE+XAO Group,PAR,Technical & System Software,France,,,
XONA.F,Exxon Mobil Corporation,FRA,Major Integrated Oil & Gas,France,,,
XCA.F,Credit Agricole S.A.,FRA,Money Center Banks,France,,,
XIX.F,Xilinx, Inc.,FRA,Semiconductor - Broad Line,France,,,
RNY.F,Yamana Gold Inc.,FRA,Gold,France,,,
IU2.F,Yara International ASA,FRA,Chemicals - Major Diversified,France,,,
YSN.F,secunet Security Networks Aktiengesellschaft,FRA,Technical & System Software,France,,,
YCP.F,ConocoPhillips,FRA,Independent Oil & Gas,France,,,
YOC.F,YOC AG,FRA,Marketing Services,France,,,
MLZAM.PA,ZCCM Investments Holdings Plc,PAR,Copper,France,,,
FZM.F,ZTE Corporation,FRA,Communication Equipment,France,,,
AFX.F,Carl Zeiss Meditec AG,FRA,Medical Laboratories & Research,France,,,
ZFIN.F,Zurich Insurance Group AG,FRA,Property & Casualty Insurance,France,,,
ZAL.F,Zalando SE,FRA,Specialty Retail, Other,France,,,
ZJS1.F,JinkoSolar Holding Co., Ltd.,FRA,Diversified Utilities,France,,,
ZFI1.F,Zurich Insurance Group AG,FRA,Property & Casualty Insurance,France,,,
ZEF.F,Zhongde Waste Technology Ag,FRA,Waste Management,France,,,
MLDUR.PA,DRDGOLD Limited,PAR,Gold,France,,,
T9Z.F,Zumtobel Group AG,FRA,Electronics Wholesale,France,,,
ZIL2.F,ElringKlinger AG,FRA,Auto Parts,France,,,
ZO1.F,zooplus AG,FRA,Food - Major Diversified,France,,,
ZAR.F,Renk Aktiengesellschaft,FRA,Diversified Machinery,France,,,
ARL.F,Aareal Bank AG,FRA,Money Center Banks,France,,,
AAD.F,Amadeus FiRe AG,FRA,Staffing & Outsourcing Services,France,,,
AAQ.F,AAP Implantate AG,FRA,Medical Appliances & Equipment,France,,,
ABJ.F,ABB Ltd,FRA,Diversified Machinery,France,,,
ABCA.PA,ABC Arbitrage SA,PAR,Asset Management,France,,,
ABBV.PA,AbbVie Inc.,PAR,Drug Manufacturers - Major,France,,,
AB.PA,AB Science S.A.,PAR,Drug Manufacturers - Major,France,,,
ABL.F,Abbott Laboratories,FRA,Medical Appliances & Equipment,France,,,
ABR.F,Barrick Gold Corporation,FRA,Gold,France,,,
ABJA.F,ABB Ltd,FRA,Diversified Machinery,France,,,
AB1.F,Air Berlin PLC,FRA,Major Airlines,France,,,
MLACP.PA,Acep France,PAR,Medical Instruments & Supplies,France,,,
CIB.PA,Cibox Inter@ctive,PAR,Computer Based Systems,France,,,
ACR.DE,Accor SA,FRA,Lodging,France,,,
ACAN.PA,Acanthe Developpement,PAR,REIT - Office,France,,,
ACWN.F,A.S. Création Tapeten AG,FRA,Home Furnishings & Fixtures,France,,,
E7S.F,Accentro Real Estate AG,FRA,Real Estate Development,France,,,
ACX.F,Bet-At-Home.com AG,FRA,Gaming Activities,France,,,
MLLEO.PA,Léon Grosse Actualités,PAR,General Contractors,France,,,
OCI1.F,ACS, Actividades de Construcción y Servicios, S.A.,FRA,General Contractors,France,,,
ACR.F,Accor SA,FRA,Lodging,France,,,
ACT.F,Actelion Ltd,FRA,Biotechnology,France,,,
AJ3.F,Acciona, S.A.,FRA,General Contractors,France,,,
ATI.PA,Actia Group,PAR,Diversified Electronics,France,,,
ALP.PA,ADLPartner,PAR,Advertising Agencies,France,,,
ALADM.PA,ADThink Media Societe Anonyme,PAR,Internet Information Providers,France,,,
ADVI.PA,AdVini S.A.,PAR,Beverages - Brewers,France,,,
ADS.F,Adidas AG,FRA,Textile - Apparel Footwear & Accessories,France,,,
ADI1.F,Adecco Group AG,FRA,Staffing & Outsourcing Services,France,,,
TNE2.F,Telefónica, S.A.,FRA,Wireless Communications,France,,,
EDG.F,Gold Fields Limited,FRA,Gold,France,,,
ADD.F,Adler Modemärkte AG,FRA,Apparel Stores,France,,,
MUVB.F,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft,FRA,Property & Casualty Insurance,France,,,
RYS2.F,The Royal Bank of Scotland Group plc,FRA,Money Center Banks,France,,,
ALVA.F,Allianz SE,FRA,Property & Casualty Insurance,France,,,
R6C2.F,Royal Dutch Shell plc,FRA,Major Integrated Oil & Gas,France,,,
INNA.F,ING Groep N.V.,FRA,Property & Casualty Insurance,France,,,
BY6A.F,BYD Company Limited,FRA,Auto Manufacturers - Major,France,,,
TATB.F,Tata Motors Limited,FRA,Auto Manufacturers - Major,France,,,
PHIA.F,Koninklijke Philips N.V.,FRA,Electronic Equipment,France,,,
ADOC.PA,Adocia SA,PAR,Biotechnology,France,,,
ERCA.F,Telefonaktiebolaget LM Ericsson (publ),FRA,Communication Equipment,France,,,
EOAA.F,E.ON SE,FRA,Diversified Utilities,France,,,
CSX1.F,Credit Suisse Group AG,FRA,Money Center Banks,France,,,
NOTA.F,Novartis AG,FRA,Drug Manufacturers - Major,France,,,
ADN1.F,adesso AG,FRA,Information Technology Services,France,,,
BASA.F,BASF SE,FRA,Chemicals - Major Diversified,France,,,
ADV.F,ADVA Optical Networking SE,FRA,Communication Equipment,France,,,
HNRB.F,Hannover Rück SE,FRA,Property & Casualty Insurance,France,,,
SIEB.F,Siemens Aktiengesellschaft,FRA,Diversified Machinery,France,,,
NESM.F,Nestlé S.A.,FRA,Food - Major Diversified,France,,,
VOW5.F,Volkswagen Aktiengesellschaft,FRA,Auto Manufacturers - Major,France,,,
TEV.F,Teva Pharmaceutical Industries Limited,FRA,Drugs - Generic,France,,,
ADL.F,ADLER Real Estate Aktiengesellschaft,FRA,Property Management,France,,,
NOAA.F,NOKIA OYJ A ADR 1/EO-,06,FRA,Communication Equipment,France,,,
RWEA.F,RWE Aktiengesellschaft,FRA,Diversified Utilities,France,,,
APM.F,ad pepper media International N.V.,FRA,Advertising Agencies,France,,,
EVTA.F,Evotec AG,FRA,Drugs - Generic,France,,,
SBNC.F,Sberbank of Russia,FRA,Money Center Banks,France,,,
BSU.F,BP PLC ADR/6 DL -,25,FRA,Major Integrated Oil & Gas,France,,,
SAPA.F,SAP SE,FRA,Technical & System Software,France,,,
AMD.DE,Advanced Micro Devices, Inc.,FRA,Semiconductor - Broad Line,France,,,
TOMA.F,Toyota Motor Corporation,FRA,Auto Manufacturers - Major,France,,,
R6C1.F,Royal Dutch Shell plc,FRA,Major Integrated Oil & Gas,France,,,
LHL1.F,Lenovo Group Limited,FRA,Computer Based Systems,France,,,
63DA.F,Deutsche Börse Aktiengesellschaft,FRA,Asset Management,France,,,
BSDK.F,Banco Santander, S.A.,FRA,Money Center Banks,France,,,
CTMA.F,China Mobile Limited,FRA,Wireless Communications,France,,,
IFXA.F,Infineon Technologies AG,FRA,Semiconductor - Broad Line,France,,,
RHO6.F,Roche Holding AG,FRA,Biotechnology,France,,,
RIOA.F,Rio Tinto plc,FRA,Industrial Metals & Minerals,France,,,
AE9.F,Agnico Eagle Mines Limited,FRA,Gold,France,,,
AEC1.F,American Express Company,FRA,Credit Services,France,,,
AEI.F,Allgeier SE,FRA,Information Technology Services,France,,,
MLNOT.PA,Novae Aerospace,PAR,Aerospace/Defense - Major Diversified,France,,,
BOAF.PA,Brasseries De L'ouest Africain,PAR,Beverages - Brewers,France,,,
AFO.PA,Afone S.A.,PAR,Wireless Communications,France,,,
FOAF.PA,Fin.Ouest Africain,PAR,Conglomerates,France,,,
CRLO.PA,Caisse Regionale de Credit Agricole Mutuel de la Loire-Haute-Loire SA,PAR,Money Center Banks,France,,,
CRBP2.PA,Crédit Agricole Brie Picardie,PAR,Money Center Banks,France,,,
CNF.PA,Crédit Agricole Nord de France,PAR,Money Center Banks,France,,,
CAT31.PA,Caisse Regionale de Credit Agricole Mutuel Toulouse 31,PAR,Money Center Banks,France,,,
ALAGR.PA,AgroGeneration SA,PAR,Farm Products,France,,,
H9W.F,HWA AG,FRA,Auto Parts,France,,,
ALG.F,Albis Leasing AG,FRA,Wireless Communications,France,,,
CMO.PA,Caisse Régionale de Crédit Agricole du Morbihan,PAR,Money Center Banks,France,,,
CRSU.PA,Caisse Régionale de Crédit Agricole Mutuel Sud Rhône Alpes,PAR,Money Center Banks,France,,,
CRLA.PA,Crédit Agricole du Languedoc,PAR,Money Center Banks,France,,,
MLAAH.PA,Amatheon Agri Holding N.V.,PAR,Farm Products,France,,,
AGE.F,Agfa-Gevaert N.V.,FRA,Diversified Machinery,France,,,
GTK.F,Tonkens Agrar AG,FRA,Farm Products,France,,,
MU4.F,m4e AG,FRA,Entertainment - Diversified,France,,,
AIL.F,Air Liquide, société anonyme,FRA,Chemicals - Major Diversified,France,,,
AIL.DE,Air Liquide, société anonyme,FRA,Chemicals - Major Diversified,France,,,
ALFBA.PA,Fashion Bel Air S.A.,PAR,Textile - Apparel Clothing,France,,,
AIXA.F,Aixtron SE,FRA,Semiconductor Equipment & Materials,France,,,
AJ91.F,DocCheck AG,FRA,Business Services,France,,,
AKE.PA,Arkema S.A.,PAR,Chemicals - Major Diversified,France,,,
LTA.PA,Altamir SCA,PAR,Asset Management,France,,,
CRAP.PA,Caisse Régionale de Crédit Agricole Mutuel Alpes Provence,PAR,Money Center Banks,France,,,
ATE.PA,Alten SA,PAR,Information Technology Services,France,,,
AOMD.DE,Alstom SA,FRA,Diversified Machinery,France,,,
ALV.F,Allianz SE,FRA,Property & Casualty Insurance,France,,,
ALUCI.PA,Lucibel SA,PAR,Diversified Electronics,France,,,
ALTHE.PA,Theraclion, S.A.S.,PAR,Medical Appliances & Equipment,France,,,
ALTEV.PA,Environnement S.A.,PAR,Scientific & Technical Instruments,France,,,
ALSIM.PA,Assima PLC,PAR,Business Software & Services,France,,,
ALS30.PA,Solutions 30 SE,PAR,Business Software & Services,France,,,
ALNEV.PA,Neovacs S.A.,PAR,Biotechnology,France,,,
ALNBT.PA,NetBooster SA,PAR,Marketing Services,France,,,
ALLOG.PA,Logic Instrument S.A.,PAR,Computer Based Systems,France,,,
ALIOX.PA,Innoveox,PAR,Pollution & Treatment Controls,France,,,
ALIMO.PA,Groupimo S.A.,PAR,Real Estate Development,France,,,
ALICR.PA,I.CERAM SA,PAR,Medical Instruments & Supplies,France,,,
ALHIT.PA,HiTechPros SA,PAR,Information Technology Services,France,,,
ALHEO.PA,H2O Innovation Inc.,PAR,Pollution & Treatment Controls,France,,,
ALGLD.PA,Gold By Gold SA,PAR,Industrial Metals & Minerals,France,,,
ALFRE.PA,Freelance.com SA,PAR,Staffing & Outsourcing Services,France,,,
ALFPC.PA,Fountaine Pajot SA,PAR,Recreational Goods, Other,France,,,
ALEUP.PA,Europlasma SA,PAR,Waste Management,France,,,
ALENT.PA,Entreparticuliers.com,PAR,Internet Information Providers,France,,,
ALDEI.PA,Deinove SA,PAR,Specialty Chemicals,France,,,
ALCJ.PA,Crossject Société Anonyme,PAR,Medical Instruments & Supplies,France,,,
ALCAR.PA,Carmat SA,PAR,Medical Instruments & Supplies,France,,,
ALAUP.PA,Auplata S.A.,PAR,Gold,France,,,
ALANT.PA,Antevenio, S.A.,PAR,Advertising Agencies,France,,,
ALHPC.PA,Heurtey Petrochem S.A.,PAR,Industrial Equipment Wholesale,France,,,
ALMER.PA,Sapmer SA,PAR,Food - Major Diversified,France,,,
ALSGD.PA,SpineGuard Société Anonyme,PAR,Medical Appliances & Equipment,France,,,
ALECR.PA,Eurofins Cerep SA,PAR,Drug Manufacturers - Major,France,,,
ALINT.PA,IntegraGen SA,PAR,Biotechnology,France,,,
ALMGI.PA,MG International,PAR,Security & Protection Services,France,,,
ALMED.PA,Medicrea,PAR,Medical Instruments & Supplies,France,,,
ALI2S.PA,i2S SA,PAR,Diversified Electronics,France,,,
ALREA.PA,Réalités,PAR,Property Management,France,,,
ALPHY.PA,Alès Groupe S.A.,PAR,Personal Products,France,,,
ALBFR.PA,Sidetrade SA,PAR,Technical & System Software,France,,,
ALMNG.PA,madvertise,PAR,Advertising Agencies,France,,,
ALINS.PA,Intrasense SAS,PAR,Healthcare Information Services,France,,,
ALMDT.PA,Median Technologies SA,PAR,Medical Laboratories & Research,France,,,
ALMOU.PA,Moulinvest SA,PAR,Lumber, Wood Production,France,,,
AOMD.F,Alstom SA,FRA,Diversified Machinery,France,,,
ALBIO.PA,Biosynex SA,PAR,Medical Laboratories & Research,France,,,
ALAQU.PA,Aquila SA,PAR,Security & Protection Services,France,,,
PHM7.F,Altria Group, Inc.,FRA,Tobacco Products, Other,France,,,
ALOBR.PA,Ober SA,PAR,General Building Materials,France,,,
ALTVO.PA,Evolis SA,PAR,Diversified Machinery,France,,,
DUL.F,Alnylam Pharmaceuticals, Inc.,FRA,Biotechnology,France,,,
ALDR.PA,Delta Drone SA,PAR,Aerospace/Defense - Major Diversified,France,,,
ALCOG.PA,Cogra 48 Société Anonyme,PAR,Lumber, Wood Production,France,,,
ALSER.PA,Groupe Serma Technologies SA,PAR,Business Services,France,,,
ALWED.PA,Wedia SA,PAR,Business Software & Services,France,,,
ALMIL.PA,1000mercis,PAR,Marketing Services,France,,,
ALHYG.PA,Hybrigenics Société Anonyme,PAR,Biotechnology,France,,,
ALSPW.PA,Spineway Société Anonyme,PAR,Medical Appliances & Equipment,France,,,
ALDLS.PA,DLSI,PAR,Staffing & Outsourcing Services,France,,,
ALGBE.PA,Global Bioenergies,PAR,Diversified Utilities,France,,,
ALMAS.PA,Mastrad Société Anonyme,PAR,Personal Products,France,,,
ALMET.PA,Méthanor SCA,PAR,Diversified Utilities,France,,,
ALVIV.PA,Visiativ SA,PAR,Technical & System Software,France,,,
ALDOL.PA,Dolphin Integration,PAR,Semiconductor - Broad Line,France,,,
ALANV.PA,Anevia Société Anonyme,PAR,Business Software & Services,France,,,
ALSTW.PA,Streamwide S.A.,PAR,Business Software & Services,France,,,
ALMIC.PA,Microwave Vision S.A.,PAR,Diversified Electronics,France,,,
ALA2M.PA,A2micile Europe,PAR,Personal Services,France,,,
ALSOL.PA,Custom Solutions SA,PAR,Marketing Services,France,,,
ALTA.PA,Altarea SCA,PAR,REIT - Residential,France,,,
ALVER.PA,Vergnet SA,PAR,Diversified Utilities,France,,,
ANO.F,Alno AG,FRA,Home Furnishings & Fixtures,France,,,
ALNOV.PA,Novacyt Société Anonyme,PAR,Biotechnology,France,,,
ALTRI.PA,Trilogiq S.A.,PAR,Conglomerates,France,,,
ALDIE.PA,Dietswell S.A.,PAR,Oil & Gas Equipment & Services,France,,,
ALM.PA,Alpha MOS S.A.,PAR,Scientific & Technical Instruments,France,,,
ALDV.PA,Alliance Developpement Capital SIIC,PAR,Property Management,France,,,
ALPRI.PA,Prismaflex International SA,PAR,Marketing Services,France,,,
ALEUA.PA,Eurasia Groupe S.A.,PAR,Real Estate Development,France,,,
ALPRO.PA,Prodware,PAR,Business Software & Services,France,,,
PA2.F,Pan American Silver Corp.,FRA,Silver,France,,,
BMT.F,British American Tobacco p.l.c.,FRA,Tobacco Products, Other,France,,,
AM.PA,Dassault Aviation S.A.,PAR,Aerospace/Defense - Major Diversified,France,,,
NCB.DE,Bank of America Corporation,FRA,Money Center Banks,France,,,
AM3D.F,SLM Solutions Group AG,FRA,Diversified Machinery,France,,,
MLARD.PA,Ardoin ST Amand A,PAR,Auto Dealerships,France,,,
NCB.F,Bank of America Corporation,FRA,Money Center Banks,France,,,
AMD.F,Advanced Micro Devices, Inc.,FRA,Semiconductor - Broad Line,France,,,
PSAT.PA,Passat Société Anonyme,PAR,Advertising Agencies,France,,,
PROL.PA,Prologue S.A.,PAR,Technical & System Software,France,,,
PERR.PA,Gérard Perrier Industrie S.A.,PAR,Diversified Electronics,France,,,
MLIMP.PA,Imprimerie Chirat Société Anonyme,PAR,Publishing - Newspapers,France,,,
MLHOP.PA,Participation Industrielle Miniere Société Anonyme,PAR,Conglomerates,France,,,
MLGRC.PA,Groupe Carnivor Société Anonyme,PAR,Savings & Loans,France,,,
GUI.PA,Guillemot Corporation S.A.,PAR,Computer Based Systems,France,,,
FIPP.PA,FIPP S.A.,PAR,Conglomerates,France,,,
ETL.PA,Eutelsat Communications S.A.,PAR,Communication Equipment,France,,,
EDI.PA,Media 6 SA,PAR,Advertising Agencies,France,,,
CO.PA,Casino, Guichard-Perrachon Société Anonyme,PAR,Grocery Stores,France,,,
BLUE.PA,Blue Solutions Société Anonyme,PAR,Diversified Electronics,France,,,
BLEE.PA,Bleecker Société Anonyme,PAR,REIT - Diversified,France,,,
ANF.PA,ANF Immobilier,PAR,REIT - Diversified,France,,,
MND.PA,MND Group Société Anonyme,PAR,Recreational Goods, Other,France,,,
MLCEC.PA,Cecurity.com Société Anonyme,PAR,Security & Protection Services,France,,,
MLPSH.PA,T.P.S.H. Société Anonyme,PAR,Diversified Machinery,France,,,
MLOLM.PA,Olmix Société Anonyme,PAR,Agricultural Chemicals,France,,,
MLSIC.PA,Financiere Sicomax Société Anonyme,PAR,Property Management,France,,,
MLETA.PA,Metalliance Société Anonyme,PAR,Diversified Machinery,France,,,
INFE.PA,Compagnie Industrielle et Financière d'Entreprises SA,PAR,General Contractors,France,,,
AUGR.PA,Augros Cosmetic Packaging Société anonyme,PAR,Packaging & Containers,France,,,
RAL.PA,Rallye SA,PAR,Grocery Stores,France,,,
MLFXO.PA,Finaxo Environnement Societe Anonyme,PAR,Waste Management,France,,,
FALG.PA,Fermentalg Société Anonyme,PAR,Biotechnology,France,,,
LLY.PA,Eli Lilly and Company,PAR,Drug Manufacturers - Major,France,,,
SLB.PA,Schlumberger Limited,PAR,Oil & Gas Equipment & Services,France,,,
STNT.PA,STENTYS S.A.,PAR,Medical Appliances & Equipment,France,,,
MLFRC.PA,France-Chauffage Société Anonyme,PAR,Industrial Equipment Wholesale,France,,,
NRX.PA,Naturex S.A.,PAR,Farm Products,France,,,
SCL.F,Schlumberger Limited,FRA,Oil & Gas Equipment & Services,France,,,
MLCFD.PA,Compagnie de Chemins de Fer Départementaux Société Anonyme,PAR,Railroads,France,,,
SFCA.PA,Société Française de Casinos Société Anonyme,PAR,Resorts & Casinos,France,,,
SII.PA,SII (Société pour l'Informatique Industrielle) Société Anonyme,PAR,Information Technology Services,France,,,
AOF.F,ATOSS Software AG,FRA,Technical & System Software,France,,,
APR.PA,April Société Anonyme,PAR,Insurance Brokers,France,,,
AP2.F,Applied Materials, Inc.,FRA,Semiconductor Equipment & Materials,France,,,
MLGAI.PA,Grande Armee Investissement SA,PAR,Business Services,France,,,
ARO.F,Arcandor AG,FRA,Department Stores,France,,,
ARG.PA,Argan SA,PAR,REIT - Diversified,France,,,
MLART.PA,Artsnet,PAR,Information Technology Services,France,,,
U9R.F,Under Armour, Inc.,FRA,Textile - Apparel Clothing,France,,,
JXR.PA,Archos S.A.,PAR,Electronic Equipment,France,,,
MLAMY.PA,Arthur Maury SA,PAR,Jewelry Stores,France,,,
ARTO.PA,La Société Industrielle et Financière de l'Artois,PAR,Conglomerates,France,,,
PRC.PA,Artprice.com,PAR,Publishing - Newspapers,France,,,
A6T.F,artec technologies AG,FRA,Electronic Equipment,France,,,
AR4.F,AURELIUS Equity Opportunities SE & Co. KGaA,FRA,Asset Management,France,,,
ADM.F,Archer-Daniels-Midland Company,FRA,Farm Products,France,,,
MLNMA.PA,Nicolas Miguet et Associes SA,PAR,Business Services,France,,,
ASY.PA,Assystem SA,PAR,General Contractors,France,,,
ASK.PA,ASK S.A.,PAR,Semiconductor- Memory Chips,France,,,
MLVOP.PA,Vopium A/S,PAR,Wireless Communications,France,,,
CNP.PA,CNP Assurances SA,PAR,Life Insurance,France,,,
ASP.PA,AST Groupe,PAR,Residential Construction,France,,,
DIC.F,DIC Asset AG,FRA,Real Estate Development,France,,,
SLL.F,Schoeller-Bleckmann Oilfield Equipment Aktiengesellschaft,FRA,Oil & Gas Equipment & Services,France,,,
FATL.PA,Fonciere Atland,PAR,REIT - Diversified,France,,,
ATEME.PA,ATEME SA,PAR,Communication Equipment,France,,,
AUS.F,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,FRA,Printed Circuit Boards,France,,,
SAC.F,Sanochemia Pharmazeutika AG,FRA,Drug Manufacturers - Major,France,,,
O2C.F,Petro Welt Technologies AG,FRA,Oil & Gas Equipment & Services,France,,,
FAA.F,Fabasoft AG,FRA,Technical & System Software,France,,,
SOBA.F,AT&T Inc.,FRA,Wireless Communications,France,,,
BFC.F,KTM Industries AG,FRA,Information Technology Services,France,,,
AURE.PA,Aurea SA,PAR,Waste Management,France,,,
AUB.PA,Aubay Société Anonyme,PAR,Information Technology Services,France,,,
P4Q.F,Perseus Mining Limited,FRA,Gold,France,,,
AURS.PA,AURES Technologies S.A.,PAR,Business Equipment,France,,,
AVT.PA,Avenir Telecom S.A.,PAR,Communication Equipment,France,,,
AWOX.PA,AwoX S.A.,PAR,Electronic Equipment,France,,,
AXW.PA,Axway Software SA,PAR,Technical & System Software,France,,,
SPR.F,Axel Springer SE,FRA,Publishing - Newspapers,France,,,
AXA.F,AXA SA,FRA,Property & Casualty Insurance,France,,,
MLAZL.PA,AZ Leasing,PAR,Rental & Leasing Services,France,,,
LLD.F,Lloyds Banking Group plc,FRA,Money Center Banks,France,,,
DTD2.F,B+S Banksysteme Aktiengesellschaft,FRA,Business Software & Services,France,,,
COM.F,comdirect bank Aktiengesellschaft,FRA,Money Center Banks,France,,,
BLC.PA,Bastide le Confort Medical SA,PAR,Medical Equipment Wholesale,France,,,
BCRA.PA,Baccarat S.A.,PAR,Personal Products,France,,,
BCY.F,Barclays PLC,FRA,Money Center Banks,France,,,
MBK.F,Merkur Bank KGaA,FRA,Money Center Banks,France,,,
VG8.F,Varengold Bank AG,FRA,Money Center Banks,France,,,
BWB.F,Baader Bank Aktiengesellschaft,FRA,Investment Brokerage - National,France,,,
BYW.F,BayWa Aktiengesellschaft,FRA,Business Services,France,,,
BOY.F,Banco Bilbao Vizcaya Argentaria, S.A.,FRA,Money Center Banks,France,,,
BBVA.F,Banco Bilbao Vizcaya Argentaria, S.A.,FRA,Money Center Banks,France,,,
BCO.DE,The Boeing Company,FRA,Aerospace/Defense - Major Diversified,France,,,
BCO.F,The Boeing Company,FRA,Aerospace/Defense - Major Diversified,France,,,
BCLN.F,Barry Callebaut AG,FRA,Confectioners,France,,,
BCAM.PA,Societe Anonyme des Brasseries du Cameroun,PAR,Beverages - Brewers,France,,,
BC8.F,Bechtle AG,FRA,Information Technology Services,France,,,
BDT.F,Bertrandt Aktiengesellschaft,FRA,Auto Parts,France,,,
MLGES.PA,Green Energy 4 Seasons,PAR,Diversified Utilities,France,,,
BEN.PA,Bénéteau S.A.,PAR,Recreational Goods, Other,France,,,
MOS.F,Orange Belgium S.A.,FRA,Wireless Communications,France,,,
MLMFI.PA,Condor International,PAR,Medical Instruments & Supplies,France,,,
BEI.F,Beiersdorf Aktiengesellschaft,FRA,Personal Products,France,,,
